Cohort,Animal,Date or Date Range Start,Date Range End,MATRR TissueType Name,Shelf,Drawer,Tower,Box #,Available samples (non reserved),Freezer name
INIA VERVET HC 1-E,1050,08/09/10,,Area 32,3,2,1,1,1,WFU Freezer
INIA VERVET LC 1-E,1058,09/10/10,,Area 32,3,3,1,1,1,WFU Freezer
INIA RHESUS MR-C,1478,04/13/07,,Area 32,3,1,1,1,1,WFU Freezer
INIA RHESUS MR-E,1466,10/03/05,,Area 32,4,6,1,2,1,WFU Freezer
CLONING-C,4889,01/19/05,,Area 32,4,1,1,2,1,WFU Freezer
INIA VERVET HC 1-E,1051,08/02/10,,Area 32,3,2,1,3,1,WFU Freezer
INIA RHESUS NR-C,1479,04/09/07,,Area 32,3,1,1,3,1,WFU Freezer
INIA RHESUS NR-E,1467,09/26/05,,Area 32,4,6,1,4,1,WFU Freezer
CLONING-C,6107,01/21/05,,Area 32,4,1,1,4,1,WFU Freezer
INIA RHESUS NR-E,1468,09/28/05,,Area 32,4,6,1,5,1,WFU Freezer
INIA RHESUS NR-C,1480,04/11/07,,Area 32,3,1,1,5,1,WFU Freezer
INIA VERVET LC 1-C,1052,08/16/10,,Area 32,3,2,2,1,1,WFU Freezer
INIA RHESUS MR-E,1469,09/30/05,,Area 32,4,6,2,1,1,WFU Freezer
INIA RHESUS MR-C,1481,04/25/07,,Area 32,3,1,2,1,1,WFU Freezer
CLONING-C,2391,02/15/05,,Area 32,4,1,2,1,1,WFU Freezer
INIA RHESUS MR-E,1470,10/05/05,,Area 32,4,6,2,3,1,WFU Freezer
INIA RHESUS MR-E,1471,10/07/05,,Area 32,4,6,2,5,1,WFU Freezer
INIA RHESUS MR-C,1483,05/04/07,,Area 32,3,1,2,5,1,WFU Freezer
INIA VERVET LC 1-E,1059,08/17/10,,Area 32,3,3,3,1,1,WFU Freezer
INIA RHESUS NR-E,1472,10/11/05,,Area 32,4,6,3,1,1,WFU Freezer
CLONING-C,6803,01/05/05,,Area 32,4,1,3,1,1,WFU Freezer
INIA VERVET LC 1-C,1053,08/13/10,,Area 32,3,2,3,3,1,WFU Freezer
INIA VERVET HC 1-E,1055,08/03/10,,Area 32,3,2,3,3,1,WFU Freezer
INIA RHESUS NR-E,1473,10/14/05,,Area 32,4,6,3,3,1,WFU Freezer
CLONING-C,6808,01/13/05,,Area 32,4,1,3,3,1,WFU Freezer
INIA RHESUS NR-C,1474,04/18/07,,Area 32,4,6,3,5,1,WFU Freezer
INIA VERVET HC 1-C,1054,08/04/10,,Area 32,3,2,4,1,1,WFU Freezer
INIA RHESUS NR-C,1475,05/07/07,,Area 32,4,6,4,1,1,WFU Freezer
INIA VERVET LC 1-C,1057,08/11/10,,Area 32,3,2,4,3,1,WFU Freezer
INIA RHESUS NR-C,1476,05/01/07,,Area 32,4,6,4,3,1,WFU Freezer
INIA RHESUS MR-C,1477,04/20/07,,Area 32,4,6,4,5,1,WFU Freezer
CNSA-E(M),5404,08/07/02,,Area 32,,0,,,,WFU Freezer
CNSA-E(M),5497,08/09/02,,Area 32,,0,,,,WFU Freezer
CNSA-E(F),6100,08/05/02,,Area 32,,0,,,,WFU Freezer
CNSA-E(M),6101,04/14/03,,Area 32,,0,,,,WFU Freezer
CNSA-E(F),6301,04/01/03,,Area 32,,0,,,,WFU Freezer
CNSA-E(F),6302,04/03/03,,Area 32,,0,,,,WFU Freezer
CNSA-E(M),6304,04/10/03,,Area 32,,0,,,,WFU Freezer
CNSA-E(M),6305,04/08/03,,Area 32,,0,,,,WFU Freezer
CNSA-E(M),6306,04/16/03,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6886,10/15/04,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6887,10/20/04,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6888,10/18/04,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6889,10/04/04,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6895,10/11/04,,Area 32,,0,,,,WFU Freezer
INIA CYNO 1-E,6896,10/13/04,,Area 32,,0,,,,WFU Freezer
CNSA-C(F),7062,03/21/03,,Area 32,,0,,,,WFU Freezer
CNSA-C(F),7064,04/23/03,,Area 32,,0,,,,WFU Freezer
CNSA-C(F),7065,04/21/03,,Area 32,,0,,,,WFU Freezer
CNSA-C(M),7066,03/24/03,,Area 32,,0,,,,WFU Freezer
CNSA-C(M),7067,03/26/03,,Area 32,,0,,,,WFU Freezer
CNSA-C(M),7068,03/17/03,,Area 32,,0,,,,WFU Freezer
CNSA-C(M),7069,03/19/03,,Area 32,,0,,,,WFU Freezer
INIA RHESUS MR-C,1478,04/13/07,,Area 4,3,1,1,1,1,WFU Freezer
INIA RHESUS MR-E,1466,10/03/05,,Area 4,4,6,1,2,1,WFU Freezer
CLONING-C,4889,01/19/05,,Area 4,4,1,1,2,1,WFU Freezer
CNSA-E(M),6305,04/08/03,,Area 4,4,2,1,2,1,WFU Freezer
INIA CYNO 1-E,6895,10/11/04,,Area 4,4,4,1,2,2,WFU Freezer
CNSA-C(F),7062,03/21/03,,Area 4,4,3,1,2,1,WFU Freezer
INIA RHESUS NR-C,1479,04/09/07,,Area 4,3,1,1,3,1,WFU Freezer
CNSA-E(M),6306,04/16/03,,Area 4,4,2,1,3,1,WFU Freezer
INIA RHESUS NR-E,1467,09/26/05,,Area 4,4,6,1,4,1,WFU Freezer
CLONING-C,6107,01/21/05,,Area 4,4,1,1,4,1,WFU Freezer
INIA CYNO 1-E,6896,10/13/04,,Area 4,4,5,1,4,2,WFU Freezer
CNSA-C(F),7063,04/26/03,,Area 4,4,3,1,4,1,WFU Freezer
CNSA-C(F),7064,04/23/03,,Area 4,4,3,1,6,1,WFU Freezer
CNSA-C(M),7066,03/24/03,,Area 4,4,2,1,6,1,WFU Freezer
INIA RHESUS MR-E,1469,09/30/05,,Area 4,4,6,2,1,1,WFU Freezer
INIA RHESUS MR-C,1481,04/25/07,,Area 4,3,1,2,1,1,WFU Freezer
CLONING-C,2391,02/15/05,,Area 4,4,1,2,1,1,WFU Freezer
CNSA-C(F),7065,04/21/03,,Area 4,4,3,2,2,1,WFU Freezer
CNSA-C(M),7067,03/26/03,,Area 4,4,2,2,2,1,WFU Freezer
INIA RHESUS MR-E,1470,10/05/05,,Area 4,4,6,2,3,1,WFU Freezer
INIA RHESUS MR-C,1482,04/16/07,,Area 4,3,1,2,3,1,WFU Freezer
CLONING-C,2661,02/10/05,,Area 4,4,1,2,4,1,WFU Freezer
CNSA-C(M),7068,03/17/03,,Area 4,4,2,2,4,1,WFU Freezer
INIA RHESUS MR-E,1471,10/07/05,,Area 4,4,6,2,5,1,WFU Freezer
INIA CYNO 1-E,6886,10/15/04,,Area 4,4,3,2,5,2,WFU Freezer
CNSA-C(M),7069,03/19/03,,Area 4,4,2,2,5,1,WFU Freezer
INIA RHESUS NR-E,1472,10/11/05,,Area 4,4,6,3,1,1,WFU Freezer
CLONING-C,6803,01/05/05,,Area 4,4,1,3,1,1,WFU Freezer
INIA CYNO 1-E,6887,10/20/04,,Area 4,4,3,3,1,2,WFU Freezer
INIA CYNO 1-E,6888,10/18/04,,Area 4,4,3,3,2,2,WFU Freezer
INIA RHESUS NR-E,1473,10/14/05,,Area 4,4,6,3,3,1,WFU Freezer
CLONING-C,6808,01/13/05,,Area 4,4,1,3,3,1,WFU Freezer
INIA RHESUS NR-C,1474,04/18/07,,Area 4,4,6,3,5,1,WFU Freezer
CNSA-E(M),5404,08/07/02,,Area 4,4,1,3,5,1,WFU Freezer
CNSA-E(F),6100,08/05/02,,Area 4,4,2,3,5,1,WFU Freezer
INIA CYNO 1-E,6889,10/04/04,,Area 4,4,3,3,5,2,WFU Freezer
INIA RHESUS NR-C,1475,05/07/07,,Area 4,4,6,4,1,1,WFU Freezer
INIA CYNO 1-E,6891,09/27/04,,Area 4,4,3,4,1,1,WFU Freezer
CNSA-E(M),5497,08/09/02,,Area 4,4,1,4,2,1,WFU Freezer
INIA RHESUS NR-C,1476,05/01/07,,Area 4,4,6,4,3,1,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Area 4,4,3,4,3,2,WFU Freezer
CNSA-E(M),6101,04/14/03,,Area 4,4,1,4,4,1,WFU Freezer
CNSA-E(F),6301,04/01/03,,Area 4,4,2,4,4,1,WFU Freezer
INIA RHESUS MR-C,1477,04/20/07,,Area 4,4,6,4,5,1,WFU Freezer
CNSA-E(F),6302,04/03/03,,Area 4,4,2,4,6,1,WFU Freezer
CNSA-E(M),6304,04/10/03,,Area 4,4,1,4,6,1,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Area 4,4,3,4,6,2,WFU Freezer
INIA2_Housing,26206,01/13/09,01/22/09,Area 46,1,4,2,13,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26215,01/13/09,01/22/09,Area 46,1,4,2,13,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26216,01/13/09,01/22/09,Area 46,1,4,2,13,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26217,01/13/09,01/22/09,Area 46,1,4,2,13,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26218,01/13/09,01/22/09,Area 46,1,4,2,13,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26219,01/13/09,01/22/09,Area 46,1,4,2,13,,OHSU -80 Freezer #3 (Tissue Bank)
INIA2_Housing,26220,01/13/09,01/22/09,Area 46,1,4,2,13,,OHSU -80 Freezer #3 (Tissue Bank)
INIA5 ,22770,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23222,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23582,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23762,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23764,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23773,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23778,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23779,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23784,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23838,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,24154,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,24340,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,24698,05/04/10,05/14/10,Area 46,2,0,8,5,,OHSU -80 Freezer #4
INIA VERVET HC 1-E,1050,08/09/10,,Area 46,3,2,1,1,1,WFU Freezer
INIA VERVET LC 1-E,1058,09/10/10,,Area 46,3,3,1,1,1,WFU Freezer
INIA RHESUS MR-C,1478,04/13/07,,Area 46,3,1,1,1,1,WFU Freezer
INIA RHESUS MR-E,1466,10/03/05,,Area 46,4,6,1,2,1,WFU Freezer
CLONING-C,4889,01/19/05,,Area 46,4,1,1,2,1,WFU Freezer
INIA CYNO 1-E,6895,10/11/04,,Area 46,4,4,1,2,1,WFU Freezer
CNSA-C(F),7062,03/21/03,,Area 46,4,3,1,2,1,WFU Freezer
INIA VERVET HC 1-E,1051,08/02/10,,Area 46,3,2,1,3,1,WFU Freezer
INIA RHESUS NR-C,1479,04/09/07,,Area 46,3,1,1,3,1,WFU Freezer
INIA RHESUS NR-E,1467,09/26/05,,Area 46,4,6,1,4,1,WFU Freezer
CLONING-C,6107,01/21/05,,Area 46,4,1,1,4,1,WFU Freezer
INIA CYNO 1-E,6896,10/13/04,,Area 46,4,5,1,4,1,WFU Freezer
INIA RHESUS NR-E,1468,09/28/05,,Area 46,4,6,1,5,1,WFU Freezer
INIA RHESUS NR-C,1480,04/11/07,,Area 46,3,1,1,5,1,WFU Freezer
CNSA-C(F),7064,04/23/03,,Area 46,4,3,1,6,1,WFU Freezer
INIA CYNO 3-E,25058,05/29/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA CYNO 3-E,25059,05/30/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA CYNO 3-E,25064,05/16/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA CYNO 3-E,25065,05/16/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA CYNO 3-E,25072,05/15/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA CYNO 3-E,25073,05/15/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA CYNO 3-E,25080,05/27/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA CYNO 3-E,25081,05/28/08,,Area 46,4,5,1,6,1,WFU Freezer
INIA VERVET LC 1-C,1052,08/16/10,,Area 46,3,2,2,1,1,WFU Freezer
INIA RHESUS MR-E,1469,09/30/05,,Area 46,4,6,2,1,1,WFU Freezer
INIA RHESUS MR-C,1481,04/25/07,,Area 46,3,1,2,1,1,WFU Freezer
CLONING-C,2391,02/15/05,,Area 46,4,1,2,1,1,WFU Freezer
CNSA-C(F),7065,04/21/03,,Area 46,4,3,2,2,1,WFU Freezer
INIA RHESUS MR-E,1470,10/05/05,,Area 46,4,6,2,3,1,WFU Freezer
INIA RHESUS MR-C,1482,04/16/07,,Area 46,3,1,2,3,1,WFU Freezer
CLONING-C,2661,02/10/05,,Area 46,4,1,2,4,1,WFU Freezer
INIA RHESUS MR-E,1471,10/07/05,,Area 46,4,6,2,5,1,WFU Freezer
INIA RHESUS MR-C,1483,05/04/07,,Area 46,3,1,2,5,1,WFU Freezer
INIA CYNO 1-E,6886,10/15/04,,Area 46,4,3,2,5,1,WFU Freezer
INIA VERVET LC 1-E,1059,08/17/10,,Area 46,3,3,3,1,1,WFU Freezer
INIA RHESUS NR-E,1472,10/11/05,,Area 46,4,6,3,1,1,WFU Freezer
CLONING-C,6803,01/05/05,,Area 46,4,1,3,1,1,WFU Freezer
INIA CYNO 1-E,6887,10/20/04,,Area 46,4,3,3,1,1,WFU Freezer
INIA CYNO 1-E,6888,10/18/04,,Area 46,4,3,3,2,1,WFU Freezer
INIA VERVET LC 1-C,1053,08/13/10,,Area 46,3,2,3,3,1,WFU Freezer
INIA VERVET HC 1-E,1055,08/03/10,,Area 46,3,2,3,3,1,WFU Freezer
INIA RHESUS NR-E,1473,10/14/05,,Area 46,4,6,3,3,1,WFU Freezer
CLONING-C,6808,01/13/05,,Area 46,4,1,3,3,1,WFU Freezer
INIA RHESUS NR-C,1474,04/18/07,,Area 46,4,6,3,5,1,WFU Freezer
CNSA-E(F),6100,08/05/02,,Area 46,4,2,3,5,1,WFU Freezer
INIA CYNO 1-E,6889,10/04/04,,Area 46,4,3,3,5,1,WFU Freezer
INIA VERVET HC 1-C,1054,08/04/10,,Area 46,3,2,4,1,1,WFU Freezer
INIA RHESUS NR-C,1475,05/07/07,,Area 46,4,6,4,1,1,WFU Freezer
INIA CYNO 1-E,6891,09/27/04,,Area 46,4,3,4,1,1,WFU Freezer
INIA VERVET LC 1-C,1057,08/11/10,,Area 46,3,2,4,3,1,WFU Freezer
INIA RHESUS NR-C,1476,05/01/07,,Area 46,4,6,4,3,1,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Area 46,4,3,4,3,1,WFU Freezer
CNSA-E(F),6301,04/01/03,,Area 46,4,2,4,4,1,WFU Freezer
INIA RHESUS MR-C,1477,04/20/07,,Area 46,4,6,4,5,1,WFU Freezer
CNSA-E(F),6302,04/03/03,,Area 46,4,2,4,6,1,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Area 46,4,3,4,6,1,WFU Freezer
INIA CYNO 3-C ,25061,05/27/08,,Area 46,4,5,4,6,1,WFU Freezer
INIA CYNO 3-C ,25069,05/30/08,,Area 46,4,5,4,6,1,WFU Freezer
INIA CYNO 3-C ,25088,05/29/08,,Area 46,4,5,4,6,1,WFU Freezer
INIA CYNO 3-C ,25089,05/22/08,,Area 46,4,5,4,6,1,WFU Freezer
CNSA-E(M),5404,08/07/02,,Area 46,,0,,,,WFU Freezer
CNSA-E(M),5497,08/09/02,,Area 46,,0,,,,WFU Freezer
CNSA-E(M),6101,04/14/03,,Area 46,,0,,,,WFU Freezer
CNSA-E(M),6304,04/10/03,,Area 46,,0,,,,WFU Freezer
CNSA-C(M),7066,03/24/03,,Area 46,,0,,,,WFU Freezer
CNSA-C(M),7067,03/26/03,,Area 46,,0,,,,WFU Freezer
CNSA-C(M),7068,03/17/03,,Area 46,,0,,,,WFU Freezer
CNSA-C(M),7069,03/19/03,,Area 46,,0,,,,WFU Freezer
INIA CYNO 3-Practice,25074,05/12/08,,Area 46,,0,,,,WFU Freezer
INIA CYNO 3-E,25076,05/14/08,,Area 46,,0,,,,WFU Freezer
INIA CYNO 3-E,25077,05/14/08,,Area 46,,0,,,,WFU Freezer
INIA CYNO 3-E,25084,05/13/08,,Area 46,,0,,,,WFU Freezer
INIA CYNO 3-E,25085,05/13/08,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C,26206,01/22/09,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C SA,26211,,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C SA,26212,,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C,26215,01/16/09,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C,26216,01/14/09,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C,26217,01/13/09,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C,26218,01/21/09,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C,26219,01/15/09,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C,26220,01/20/09,,Area 46,,0,,,,WFU Freezer
INIA CYNO 2-C SA,26221,,,Area 46,,0,,,,WFU Freezer
INIA5 ,22770,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23222,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23582,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23762,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23764,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23773,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23778,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23779,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23784,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,23838,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,24154,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,24340,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA5 ,24698,05/04/10,05/14/10,Area 9,2,0,8,5,,OHSU -80 Freezer #4
INIA VERVET HC 1-E,1050,08/09/10,,Area 9,3,2,1,1,1,WFU Freezer
INIA VERVET LC 1-E,1058,09/10/10,,Area 9,3,3,1,1,1,WFU Freezer
INIA RHESUS MR-C,1478,04/13/07,,Area 9,3,1,1,1,1,WFU Freezer
INIA RHESUS MR-E,1466,10/03/05,,Area 9,4,6,1,2,1,WFU Freezer
CLONING-C,4889,01/19/05,,Area 9,4,1,1,2,1,WFU Freezer
INIA CYNO 1-E,6895,10/11/04,,Area 9,4,4,1,2,1,WFU Freezer
CNSA-C(F),7062,03/21/03,,Area 9,4,3,1,2,1,WFU Freezer
INIA VERVET HC 1-E,1051,08/02/10,,Area 9,3,2,1,3,1,WFU Freezer
INIA RHESUS NR-C,1479,04/09/07,,Area 9,3,1,1,3,1,WFU Freezer
INIA RHESUS NR-E,1467,09/26/05,,Area 9,4,6,1,4,1,WFU Freezer
CLONING-C,6107,01/21/05,,Area 9,4,1,1,4,1,WFU Freezer
INIA CYNO 1-E,6896,10/13/04,,Area 9,4,5,1,4,1,WFU Freezer
INIA RHESUS NR-E,1468,09/28/05,,Area 9,4,6,1,5,1,WFU Freezer
INIA RHESUS NR-C,1480,04/11/07,,Area 9,3,1,1,5,1,WFU Freezer
CNSA-C(F),7064,04/23/03,,Area 9,4,3,1,6,1,WFU Freezer
INIA VERVET LC 1-C,1052,08/16/10,,Area 9,3,2,2,1,1,WFU Freezer
INIA RHESUS MR-E,1469,09/30/05,,Area 9,4,6,2,1,1,WFU Freezer
INIA RHESUS MR-C,1481,04/25/07,,Area 9,3,1,2,1,1,WFU Freezer
CLONING-C,2391,02/15/05,,Area 9,4,1,2,1,1,WFU Freezer
CNSA-C(F),7065,04/21/03,,Area 9,4,3,2,2,1,WFU Freezer
INIA RHESUS MR-E,1470,10/05/05,,Area 9,4,6,2,3,1,WFU Freezer
INIA RHESUS MR-C,1482,04/16/07,,Area 9,3,1,2,3,1,WFU Freezer
CLONING-C,2661,02/10/05,,Area 9,4,1,2,4,1,WFU Freezer
INIA RHESUS MR-E,1471,10/07/05,,Area 9,4,6,2,5,1,WFU Freezer
INIA RHESUS MR-C,1483,05/04/07,,Area 9,3,1,2,5,1,WFU Freezer
INIA CYNO 1-E,6886,10/15/04,,Area 9,4,3,2,5,1,WFU Freezer
INIA VERVET LC 1-E,1059,08/17/10,,Area 9,3,3,3,1,1,WFU Freezer
INIA RHESUS NR-E,1472,10/11/05,,Area 9,4,6,3,1,1,WFU Freezer
CLONING-C,6803,01/05/05,,Area 9,4,1,3,1,1,WFU Freezer
INIA CYNO 1-E,6887,10/20/04,,Area 9,4,3,3,1,1,WFU Freezer
INIA CYNO 1-E,6888,10/18/04,,Area 9,4,3,3,2,1,WFU Freezer
INIA VERVET LC 1-C,1053,08/13/10,,Area 9,3,2,3,3,1,WFU Freezer
INIA VERVET HC 1-E,1055,08/03/10,,Area 9,3,2,3,3,1,WFU Freezer
INIA RHESUS NR-E,1473,10/14/05,,Area 9,4,6,3,3,1,WFU Freezer
CLONING-C,6808,01/13/05,,Area 9,4,1,3,3,1,WFU Freezer
INIA RHESUS NR-C,1474,04/18/07,,Area 9,4,6,3,5,1,WFU Freezer
CNSA-E(F),6100,08/05/02,,Area 9,4,2,3,5,1,WFU Freezer
INIA CYNO 1-E,6889,10/04/04,,Area 9,4,3,3,5,1,WFU Freezer
INIA VERVET HC 1-C,1054,08/04/10,,Area 9,3,2,4,1,1,WFU Freezer
INIA RHESUS NR-C,1475,05/07/07,,Area 9,4,6,4,1,1,WFU Freezer
INIA CYNO 1-E,6891,09/27/04,,Area 9,4,3,4,1,1,WFU Freezer
INIA VERVET LC 1-C,1057,08/11/10,,Area 9,3,2,4,3,1,WFU Freezer
INIA RHESUS NR-C,1476,05/01/07,,Area 9,4,6,4,3,1,WFU Freezer
INIA CYNO 1-E,6892,10/06/04,,Area 9,4,3,4,3,1,WFU Freezer
CNSA-E(F),6301,04/01/03,,Area 9,4,2,4,4,1,WFU Freezer
INIA RHESUS MR-C,1477,04/20/07,,Area 9,4,6,4,5,1,WFU Freezer
CNSA-E(F),6302,04/03/03,,Area 9,4,2,4,6,1,WFU Freezer
INIA CYNO 1-E,6894,10/08/04,,Area 9,4,3,4,6,1,WFU Freezer
CNSA-E(M),5404,08/07/02,,Area 9,,0,,,,WFU Freezer
CNSA-E(M),5497,08/09/02,,Area 9,,0,,,,WFU Freezer
CNSA-E(M),6101,04/14/03,,Area 9,,0,,,,WFU Freezer
CNSA-E(M),6304,04/10/03,,Area 9,,0,,,,WFU Freezer
CNSA-E(M),6305,04/08/03,,Area 9,,0,,,,WFU Freezer
CNSA-E(M),6306,04/16/03,,Area 9,,0,,,,WFU Freezer
CNSA-C(M),7066,03/24/03,,Area 9,,0,,,,WFU Freezer
CNSA-C(M),7067,03/26/03,,Area 9,,0,,,,WFU Freezer
CNSA-C(M),7068,03/17/03,,Area 9,,0,,,,WFU Freezer
CNSA-C(M),7069,03/19/03,,Area 9,,0,,,,WFU Freezer
INIA4,20336,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,20357,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21117,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21119,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21177,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21178,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21607,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22213,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22215,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22427,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22517,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22570,02/23/10,03/02/10,Area 10,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,20336,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,20357,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21117,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21119,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21177,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21178,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21607,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22213,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22215,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22427,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22517,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,22570,02/23/10,03/02/10,Area 12,3,4,11,14,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,20336,02/23/10,03/02/10,Area 12,3,5,11,18,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,20357,02/23/10,03/02/10,Area 12,3,5,11,18,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21117,02/23/10,03/02/10,Area 12,3,5,11,18,,OHSU -80 Freezer #3 (Tissue Bank)
INIA4,21119,02/23/10,03/02/10,Area 12,3,5,11,18,,OHSU -80 Freezer #3 (Tissue Bank)
